indexDateString,value,statusCode
01-01-2009,102.319947904077,OK
01-02-2009,98.8940234658128,OK
01-03-2009,99.2616630776625,OK
01-04-2009,99.7827157443675,OK
01-05-2009,99.5784861751525,OK
01-06-2009,99.660123915012,OK
01-07-2009,99.8301131290758,OK
01-08-2009,99.8052326473074,OK
01-09-2009,100.051511268502,OK
01-10-2009,100.119045516269,OK
01-11-2009,100.075278039829,OK
01-12-2009,100.621859116932,OK
01-01-2010,102.593213925721,OK
01-02-2010,103.05192434842,OK
01-03-2010,103.058361132903,OK
01-04-2010,103.607685425109,OK
01-05-2010,103.977349944606,OK
01-06-2010,104.550943781689,OK
01-07-2010,106.481258547715,OK
01-08-2010,105.474156413721,OK
01-09-2010,106.086332053437,OK
01-10-2010,106.12468704912,OK
01-11-2010,106.239463098286,OK
01-12-2010,107.022083951787,OK
01-01-2011,107.473520077379,OK
01-02-2011,107.849969106682,OK
01-03-2011,108.719724489025,OK
01-04-2011,108.959337730939,OK
01-05-2011,109.362781740532,OK
01-06-2011,109.722925378899,OK
01-07-2011,110.139590330473,OK
01-08-2011,110.403210995536,OK
01-09-2011,110.691028067468,OK
01-10-2011,111.065946509945,OK
01-11-2011,111.366944833761,OK
01-12-2011,112.610174102812,OK
01-01-2012,112.950110536926,OK
01-02-2012,113.7250482476,OK
01-03-2012,113.866450419039,OK
01-04-2012,114.40262453943,OK
01-05-2012,114.539123510486,OK
01-06-2012,114.959960567803,OK
01-07-2012,115.588827549092,OK
01-08-2012,115.073183942851,OK
01-09-2012,115.647968588065,OK
01-10-2012,115.970759744235,OK
01-11-2012,116.16315573129,OK
01-12-2012,117.058253053426,OK
01-01-2013,116.985232151694,OK
01-02-2013,117.402521516919,OK
01-03-2013,117.972039150458,OK
01-04-2013,118.003455664694,OK
01-05-2013,118.341283663068,OK
01-06-2013,118.559754153148,OK
01-07-2013,119.107878468364,OK
01-08-2013,119.03240936073,OK
01-09-2013,119.742157486845,OK
01-10-2013,120.024177336952,OK
01-11-2013,120.477803315983,OK
01-12-2013,121.521289711426,OK
