Fecha,F019.PPB.PRE.44.D,F014.PPW.PRE.N.7.ECD.US.USD.BARR.BLO.Z.0.D,F013.TLP.TIN.N.7.ECD.US.CUS.BLO.D,F073.UFF.PRE.Z.D
14-06-2012,"1619,5","83,91","1,643","22627,36"
15-06-2012,"1613,5","84,03","1,578","22627,36"
16-06-2012,nan,nan,nan,"22627,36"
17-06-2012,nan,nan,nan,"22627,36"
18-06-2012,"1627,25","83,27","1,575","22627,36"
19-06-2012,"1615,5","84,03","1,621","22627,36"
20-06-2012,"1625,5","81,8","1,6580000000000001","22627,36"
21-06-2012,"1601,0","77,84","1,617","22627,36"
22-06-2012,"1582,0","79,36","1,675","22627,36"
23-06-2012,nan,nan,nan,"22627,36"
24-06-2012,nan,nan,nan,"22627,36"
25-06-2012,"1565,5","79,01","1,6030000000000002","22627,36"
26-06-2012,"1570,0","79,36","1,6269999999999998","22627,36"
27-06-2012,"1576,0","80,21","1,619","22627,36"
28-06-2012,"1573,5","77,69","1,578","22627,36"
29-06-2012,"1558,5","84,96","1,646","22627,36"
30-06-2012,nan,nan,nan,"22627,36"
01-07-2012,nan,nan,nan,"22627,36"
02-07-2012,nan,"83,75","1,589","22627,36"
03-07-2012,"1598,5","87,66","1,63","22627,36"
04-07-2012,"1617,5",nan,"1,63","22627,36"
05-07-2012,"1613,5","87,22","1,598","22627,36"
06-07-2012,"1604,0","84,45","1,55","22627,36"
07-07-2012,nan,nan,nan,"22627,36"
08-07-2012,nan,nan,nan,"22627,36"
09-07-2012,"1587,0","85,99","1,5130000000000001","22627,36"
10-07-2012,"1585,0","83,91","1,5019999999999998","22625,17"
11-07-2012,"1595,25","85,81","1,518","22622,97"
12-07-2012,"1577,0","86,08","1,475","22620,78"
13-07-2012,"1556,25","87,1","1,4880000000000002","22618,59"
14-07-2012,nan,nan,nan,"22616,4"
15-07-2012,nan,nan,nan,"22614,21"
16-07-2012,nan,"88,43","1,473","22612,01"
17-07-2012,"1595,5","89,22","1,5090000000000001","22609,82"
18-07-2012,"1585,25","89,87","1,495","22607,63"
19-07-2012,"1575,25","92,66","1,5090000000000001","22605,44"
20-07-2012,"1584,0","91,44","1,4580000000000002","22603,25"
21-07-2012,nan,nan,nan,"22601,06"
22-07-2012,nan,nan,nan,"22598,87"
23-07-2012,"1576,25","87,91","1,4269999999999998","22596,68"
24-07-2012,"1572,25","88,28","1,3880000000000001","22594,49"
25-07-2012,"1583,25","88,79","1,3980000000000001","22592,3"
26-07-2012,"1601,0","89,39","1,439","22590,11"
27-07-2012,"1618,0","90,13","1,547","22587,92"
28-07-2012,nan,nan,nan,"22585,73"
29-07-2012,nan,nan,nan,"22583,54"
30-07-2012,"1618,25","89,78","1,5030000000000001","22581,35"
31-07-2012,"1617,75","88,06","1,469","22579,16"
01-08-2012,"1622,0","88,91","1,525","22576,98"
02-08-2012,"1599,0","87,13","1,479","22574,79"
03-08-2012,"1597,0","91,4","1,564","22572,6"
04-08-2012,nan,nan,nan,"22570,41"
05-08-2012,nan,nan,nan,"22568,23"
06-08-2012,"1602,0","92,2","1,567","22566,04"
07-08-2012,"1610,0","93,67","1,629","22563,85"
08-08-2012,"1611,0","93,35","1,65","22561,66"
09-08-2012,"1613,25","93,36","1,689","22559,48"
10-08-2012,"1615,0","92,87","1,6580000000000001","22559,48"
11-08-2012,nan,nan,nan,"22559,48"
12-08-2012,nan,nan,nan,"22559,48"
13-08-2012,"1618,5","92,73","1,665","22559,48"
14-08-2012,"1622,5","93,43","1,739","22559,48"
15-08-2012,nan,"94,33","1,8159999999999998","22559,48"
16-08-2012,"1597,75","95,6","1,835","22559,48"
17-08-2012,"1604,5","96,01","1,811","22559,48"
18-08-2012,nan,nan,nan,"22559,48"
19-08-2012,nan,nan,nan,"22559,48"
20-08-2012,"1614,75","95,97","1,806","22559,48"
21-08-2012,"1615,0","96,4","1,7990000000000002","22559,48"
22-08-2012,"1639,5","96,98","1,692","22559,48"
23-08-2012,"1642,0","95,97","1,679","22559,48"
24-08-2012,"1665,25","95,85","1,6869999999999998","22559,48"
25-08-2012,nan,nan,nan,"22559,48"
26-08-2012,nan,nan,nan,"22559,48"
27-08-2012,"1667,0","95,47","1,651","22559,48"
28-08-2012,"1667,0","96,33","1,6340000000000001","22559,48"
29-08-2012,"1668,0","95,49","1,651","22559,48"
30-08-2012,"1660,0","94,62","1,624","22559,48"
31-08-2012,"1660,5","96,47","1,5490000000000002","22559,48"
01-09-2012,nan,nan,nan,"22559,48"
02-09-2012,nan,nan,nan,"22559,48"
03-09-2012,"1648,5",nan,"1,5490000000000002","22559,48"
04-09-2012,"1691,5","95,3","1,5730000000000002","22559,48"
05-09-2012,"1697,0","95,36","1,597","22559,48"
06-09-2012,"1690,0","95,53","1,679","22559,48"
07-09-2012,"1701,0","96,42","1,669","22559,48"
08-09-2012,nan,nan,nan,"22559,48"
09-09-2012,nan,nan,nan,"22559,48"
10-09-2012,"1728,0","96,54","1,655","22560,98"
11-09-2012,"1732,0","97,17","1,7009999999999998","22562,49"
12-09-2012,"1736,75","97,01","1,758","22563,99"
13-09-2012,"1737,0","98,31","1,724","22565,49"
14-09-2012,"1733,25","99,0","1,867","22566,99"
15-09-2012,nan,nan,nan,"22568,5"
16-09-2012,nan,nan,nan,"22570,0"
17-09-2012,nan,"96,62","1,8419999999999999","22571,5"
18-09-2012,nan,"95,29","1,8090000000000002","22573,01"
19-09-2012,nan,"91,98","1,7730000000000001","22574,51"
20-09-2012,"1775,5","91,87","1,765","22576,01"
21-09-2012,"1758,5","92,61","1,754","22577,52"
22-09-2012,nan,nan,nan,"22579,02"
23-09-2012,nan,nan,nan,"22580,52"
24-09-2012,"1784,5","91,63","1,71","22582,03"
25-09-2012,"1762,5","90,99","1,6669999999999998","22583,53"
26-09-2012,"1771,5","89,98","1,61","22585,04"
27-09-2012,"1744,75","91,85","1,655","22586,54"
28-09-2012,"1763,0","92,19","1,6340000000000001","22588,04"
29-09-2012,nan,nan,nan,"22589,55"
30-09-2012,nan,nan,nan,"22591,05"
01-10-2012,"1776,0","92,48","1,626","22592,56"
02-10-2012,"1787,0","91,89","1,621","22594,06"
03-10-2012,"1775,5","88,14","1,615","22595,57"
04-10-2012,"1775,25","91,71","1,6740000000000002","22597,07"
05-10-2012,"1791,75","89,88","1,744","22598,58"
06-10-2012,nan,nan,nan,"22600,08"
07-10-2012,nan,nan,nan,"22601,59"
08-10-2012,"1784,0","89,33","1,744","22603,09"
09-10-2012,"1773,5","92,39","1,714","22604,6"
10-10-2012,"1774,0","91,25","1,675","22610,41"
11-10-2012,"1761,25","92,07","1,671","22616,22"
12-10-2012,"1769,0","91,86","1,6569999999999998","22622,04"
13-10-2012,nan,nan,nan,"22627,85"
14-10-2012,nan,nan,nan,"22633,67"
15-10-2012,nan,"91,85","1,6640000000000001","22639,49"
16-10-2012,"1766,75","92,09","1,719","22645,31"
17-10-2012,"1746,5","92,12","1,819","22651,13"
18-10-2012,"1749,0","92,1","1,835","22656,95"
19-10-2012,"1743,0","90,05","1,764","22662,78"
20-10-2012,nan,nan,nan,"22668,6"
21-10-2012,nan,nan,nan,"22674,43"
22-10-2012,"1737,0","88,73","1,814","22680,26"
23-10-2012,"1726,75","86,32","1,758","22686,09"
24-10-2012,"1711,0","85,33","1,79","22691,92"
25-10-2012,"1706,5","85,68","1,824","22697,76"
26-10-2012,"1715,5","86,28","1,746","22703,59"
27-10-2012,nan,nan,nan,"22709,43"
28-10-2012,nan,nan,nan,"22715,26"
29-10-2012,"1716,0","85,54","1,719","22721,1"
30-10-2012,"1707,0","85,57","1,719","22726,94"
31-10-2012,"1710,0","86,24","1,6909999999999998","22732,79"
01-11-2012,nan,"87,09","1,725","22738,63"
02-11-2012,nan,"84,86","1,716","22744,48"
03-11-2012,nan,nan,nan,"22750,32"
04-11-2012,nan,nan,nan,"22756,17"
05-11-2012,"1719,0","85,65","1,685","22762,02"
06-11-2012,"1683,5","88,71","1,7519999999999998","22767,87"
07-11-2012,"1691,0","84,44","1,6480000000000001","22773,73"
08-11-2012,"1715,25","85,09","1,6159999999999999","22779,58"
09-11-2012,"1717,0","86,07","1,607","22785,44"
10-11-2012,nan,nan,nan,"22789,98"
11-11-2012,nan,nan,nan,"22794,53"
12-11-2012,"1738,25","85,57","1,607","22799,07"
13-11-2012,"1735,25","85,38","1,595","22803,62"
14-11-2012,"1726,25","86,32","1,5919999999999999","22808,17"
15-11-2012,"1725,75","85,45","1,594","22812,72"
16-11-2012,"1710,0","86,67","1,581","22817,27"
17-11-2012,nan,nan,nan,"22821,82"
18-11-2012,nan,nan,nan,"22826,37"
19-11-2012,"1713,5","88,98","1,614","22830,92"
20-11-2012,"1730,5","86,36","1,6669999999999998","22835,47"
21-11-2012,"1732,25","86,93","1,68","22840,03"
22-11-2012,"1724,0",nan,"1,68","22844,58"
23-11-2012,"1731,0","88,28","1,6909999999999998","22849,14"
24-11-2012,nan,nan,nan,"22853,69"
25-11-2012,nan,nan,nan,"22858,25"
26-11-2012,"1734,5","87,74","1,663","22862,81"
27-11-2012,"1750,5","87,18","1,6380000000000001","22867,37"
28-11-2012,"1746,25","86,49","1,629","22871,93"
29-11-2012,"1708,0","88,07","1,6159999999999999","22876,49"
30-11-2012,"1725,0","88,91","1,6159999999999999","22881,05"
01-12-2012,nan,nan,nan,"22885,62"
02-12-2012,nan,nan,nan,"22890,18"
03-12-2012,"1726,0","89,09","1,6219999999999999","22894,74"
04-12-2012,"1720,0","88,5","1,604","22899,31"
05-12-2012,"1697,75","87,88","1,588","22903,88"
06-12-2012,"1694,0","86,26","1,587","22908,44"
07-12-2012,"1694,25","85,93","1,6219999999999999","22913,01"
08-12-2012,nan,nan,nan,"22917,58"
09-12-2012,nan,nan,nan,"22922,15"
10-12-2012,"1701,5","85,56","1,617","22918,44"
11-12-2012,"1712,5","85,79","1,655","22914,74"
12-12-2012,"1710,0","86,77","1,699","22911,03"
13-12-2012,"1716,25","85,89","1,7309999999999999","22907,33"
14-12-2012,"1692,75","86,73","1,702","22903,63"
15-12-2012,nan,nan,nan,"22899,92"
16-12-2012,nan,nan,nan,"22896,22"
17-12-2012,"1696,25","87,2","1,7730000000000001","22892,52"
18-12-2012,"1695,75","87,93","1,818","22888,82"
19-12-2012,"1694,0","89,51","1,8019999999999998","22885,12"
20-12-2012,"1665,0","89,68","1,797","22881,42"
21-12-2012,"1650,5","88,31","1,764","22877,72"
22-12-2012,nan,nan,nan,"22874,02"
23-12-2012,nan,nan,nan,"22870,32"
24-12-2012,"1651,5","88,26","1,775","22866,62"
25-12-2012,nan,nan,"1,775","22862,92"
26-12-2012,"1651,5","90,98","1,7519999999999998","22859,23"
27-12-2012,"1651,5","90,87","1,7369999999999999","22855,53"
28-12-2012,"1655,5","90,8","1,702","22851,84"
29-12-2012,nan,nan,nan,"22848,14"
30-12-2012,nan,nan,nan,"22844,45"
31-12-2012,nan,"91,82","1,758","22840,75"
01-01-2013,nan,nan,"1,758","22837,06"
02-01-2013,"1657,5","93,12","1,838","22833,37"
03-01-2013,"1693,75","92,92","1,913","22829,68"
04-01-2013,"1679,5","93,09","1,9","22825,99"
05-01-2013,nan,nan,nan,"22822,3"
06-01-2013,nan,nan,nan,"22818,61"
07-01-2013,"1648,0","93,19","1,8980000000000001","22814,92"
08-01-2013,"1645,25","93,15","1,869","22811,23"
09-01-2013,"1656,0","93,1","1,858","22807,54"
10-01-2013,"1657,75","93,82","1,8969999999999998","22807,54"
11-01-2013,"1675,0","93,56","1,869","22807,54"
12-01-2013,nan,nan,nan,"22807,54"
13-01-2013,nan,nan,nan,"22807,54"
14-01-2013,"1657,5","94,14","1,8459999999999999","22807,54"
15-01-2013,"1666,5","93,46","1,837","22807,54"
16-01-2013,"1680,5","94,24","1,819","22807,54"
17-01-2013,"1676,25","95,49","1,88","22807,54"
18-01-2013,"1675,0","95,56","1,8430000000000002","22807,54"
19-01-2013,nan,nan,nan,"22807,54"
20-01-2013,nan,nan,nan,"22807,54"
21-01-2013,"1688,5",nan,"1,8430000000000002","22807,54"
22-01-2013,"1687,5","96,24","1,8430000000000002","22807,54"
23-01-2013,"1690,5","94,58","1,825","22807,54"
24-01-2013,"1690,25","95,15","1,851","22807,54"
25-01-2013,"1671,0","95,38","1,95","22807,54"
26-01-2013,nan,nan,nan,"22807,54"
27-01-2013,nan,nan,nan,"22807,54"
28-01-2013,"1660,0","96,44","1,962","22807,54"
29-01-2013,"1656,5","97,57","2,0","22807,54"
30-01-2013,"1663,5","97,94","1,993","22807,54"
31-01-2013,"1677,5","97,49","1,986","22807,54"
01-02-2013,"1664,75","97,77","2,016","22807,54"
02-02-2013,nan,nan,nan,"22807,54"
03-02-2013,nan,nan,nan,"22807,54"
04-02-2013,"1669,0","96,17","1,956","22807,54"
05-02-2013,"1666,0","96,64","1,999","22807,54"
06-02-2013,"1673,5","96,62","1,9609999999999999","22807,54"
07-02-2013,"1674,25","95,83","1,9580000000000002","22807,54"
08-02-2013,"1668,0","95,72","1,9509999999999998","22807,54"
09-02-2013,nan,nan,nan,"22807,54"
10-02-2013,nan,nan,nan,"22809,17"
11-02-2013,"1668,25","97,03","1,964","22810,8"
12-02-2013,"1652,0","97,51","1,9780000000000002","22812,42"
13-02-2013,"1647,5","97,01","2,029","22814,05"
14-02-2013,"1645,0","97,31","1,9980000000000002","22815,68"
15-02-2013,"1646,0","95,86","2,003","22817,31"
16-02-2013,nan,nan,nan,"22818,94"
17-02-2013,nan,nan,nan,"22820,56"
18-02-2013,"1612,25",nan,"2,003","22822,19"
19-02-2013,"1610,75","96,66","2,029","22823,82"
20-02-2013,"1607,75","94,46","2,01","22825,45"
21-02-2013,"1588,5","92,44","1,9769999999999999","22827,08"
22-02-2013,"1577,0","92,77","1,963","22828,71"
23-02-2013,nan,nan,nan,"22830,34"
24-02-2013,nan,nan,nan,"22831,97"
25-02-2013,"1576,5","92,8","1,865","22833,59"
26-02-2013,"1586,25","92,63","1,882","22835,22"
27-02-2013,"1590,5","92,76","1,902","22836,85"
28-02-2013,"1604,25","92,05","1,876","22838,48"
01-03-2013,"1588,5","90,68","1,8419999999999999","22840,11"
02-03-2013,nan,nan,nan,"22841,74"
03-03-2013,nan,nan,nan,"22843,37"
04-03-2013,"1582,25","90,12","1,876","22845,0"
05-03-2013,"1574,25","90,82","1,899","22846,63"
06-03-2013,"1579,75","90,43","1,9380000000000002","22848,26"
07-03-2013,"1574,0","91,56","1,9969999999999999","22849,89"
08-03-2013,"1579,5","91,95","2,044","22851,52"
09-03-2013,nan,nan,nan,"22853,16"
10-03-2013,nan,nan,nan,"22853,9"
11-03-2013,"1581,75","92,06","2,0580000000000003","22854,63"
12-03-2013,"1579,0","92,54","2,017","22855,37"
13-03-2013,"1594,0","92,52","2,022","22856,11"
14-03-2013,"1589,25","93,03","2,03","22856,84"
15-03-2013,"1586,0","93,45","1,99","22857,58"
16-03-2013,nan,nan,nan,"22858,32"
17-03-2013,nan,nan,nan,"22859,06"
18-03-2013,"1595,5","93,74","1,956","22859,79"
19-03-2013,"1603,75","92,16","1,903","22860,53"
20-03-2013,"1610,75","92,96","1,959","22861,27"
21-03-2013,"1607,5","92,13","1,912","22862,0"
22-03-2013,"1613,75","93,39","1,926","22862,74"
23-03-2013,nan,nan,nan,"22863,48"
24-03-2013,nan,nan,nan,"22864,22"
25-03-2013,"1607,75","94,56","1,921","22864,95"
26-03-2013,"1599,25","96,34","1,91","22865,69"
27-03-2013,"1598,0","96,58","1,8459999999999999","22866,43"
28-03-2013,"1603,0","97,23","1,85","22867,16"
29-03-2013,nan,nan,"1,85","22867,9"
30-03-2013,nan,nan,nan,"22868,64"
31-03-2013,nan,nan,nan,"22869,38"
01-04-2013,"1598,25","97,07","1,8319999999999999","22870,11"
02-04-2013,"1598,25","97,19","1,86","22870,85"
03-04-2013,"1583,5","94,45","1,8119999999999998","22871,59"
04-04-2013,"1574,75","93,26","1,7630000000000001","22872,33"
05-04-2013,"1546,5","92,7","1,714","22873,06"
06-04-2013,nan,nan,nan,"22873,8"
07-04-2013,nan,nan,nan,"22874,54"
08-04-2013,"1568,0","93,36","1,7469999999999999","22875,28"
09-04-2013,"1575,0","94,2","1,751","22876,01"
10-04-2013,"1577,25","94,64","1,804","22879,05"
11-04-2013,"1575,0","93,51","1,79","22882,1"
12-04-2013,"1565,0","91,29","1,722","22885,14"
13-04-2013,nan,nan,nan,"22888,19"
14-04-2013,nan,nan,nan,"22891,24"
15-04-2013,"1535,5","88,71","1,681","22894,28"
16-04-2013,"1395,0","88,72","1,723","22897,33"
17-04-2013,"1380,0","86,68","1,696","22900,38"
18-04-2013,"1392,0","87,73","1,686","22903,42"
19-04-2013,"1393,75","88,01","1,706","22906,47"
20-04-2013,nan,nan,nan,"22909,52"
21-04-2013,nan,nan,nan,"22912,57"
22-04-2013,"1405,5","88,76","1,694","22915,62"
23-04-2013,"1424,5","88,83","1,7069999999999999","22918,67"
24-04-2013,"1408,0","91,06","1,706","22921,72"
25-04-2013,"1428,5","93,29","1,709","22924,77"
26-04-2013,"1451,0","93,0","1,6640000000000001","22927,82"
27-04-2013,nan,nan,nan,"22930,87"
28-04-2013,nan,nan,nan,"22933,92"
29-04-2013,"1471,5","94,5","1,671","22936,97"
30-04-2013,"1467,5","93,46","1,673","22940,02"
01-05-2013,nan,"91,03","1,63","22943,08"
02-05-2013,"1469,0","93,99","1,626","22946,13"
03-05-2013,"1469,25","95,61","1,739","22949,18"
04-05-2013,nan,nan,nan,"22952,24"
05-05-2013,nan,nan,nan,"22955,29"
06-05-2013,"1469,25","96,16","1,76","22958,35"
07-05-2013,"1469,25","95,62","1,7790000000000001","22961,4"
08-05-2013,"1444,25","96,62","1,767","22964,46"
09-05-2013,"1468,0","96,39","1,8119999999999998","22967,51"
10-05-2013,"1465,5","96,04","1,8980000000000001","22963,8"
11-05-2013,nan,nan,nan,"22960,08"
12-05-2013,nan,nan,nan,"22956,37"
13-05-2013,"1426,5","95,17","1,921","22952,66"
14-05-2013,"1430,75","94,21","1,975","22948,95"
15-05-2013,"1433,75","94,3","1,936","22945,24"
16-05-2013,"1410,0","95,16","1,882","22941,53"
17-05-2013,"1381,0","96,02","1,9509999999999998","22937,82"
18-05-2013,nan,nan,nan,"22934,11"
19-05-2013,nan,nan,nan,"22930,4"
20-05-2013,"1368,75","96,71","1,966","22926,7"
21-05-2013,nan,"96,09","1,9269999999999998","22922,99"
22-05-2013,"1354,75","94,03","2,04","22919,28"
23-05-2013,"1408,5","93,96","2,017","22915,58"
24-05-2013,"1380,5","93,85","2,009","22911,87"
25-05-2013,nan,nan,nan,"22908,17"
26-05-2013,nan,nan,nan,"22904,46"
27-05-2013,"1390,25",nan,"2,009","22900,76"
28-05-2013,"1390,25","95,01","2,166","22897,06"
29-05-2013,"1376,5","93,13","2,116","22893,36"
30-05-2013,"1382,5","93,61","2,112","22889,65"
31-05-2013,"1413,5","91,97","2,129","22885,95"
01-06-2013,nan,nan,nan,"22882,25"
02-06-2013,nan,nan,nan,"22878,55"
03-06-2013,"1394,5","93,45","2,12","22874,85"
04-06-2013,"1402,5","93,31","2,147","22871,16"
05-06-2013,"1399,5","93,74","2,09","22867,46"
06-06-2013,"1404,0","94,76","2,0780000000000003","22863,76"
07-06-2013,"1400,0","96,03","2,173","22860,06"
08-06-2013,nan,nan,nan,"22856,37"
09-06-2013,nan,nan,nan,"22852,67"
10-06-2013,"1386,0","95,77","2,211","22852,67"
11-06-2013,"1383,25","95,38","2,186","22852,67"
12-06-2013,"1374,25","95,88","2,229","22852,67"
13-06-2013,"1382,75","96,69","2,15","22852,67"
14-06-2013,"1385,0","97,85","2,13","22852,67"
15-06-2013,nan,nan,nan,"22852,67"
16-06-2013,nan,nan,nan,"22852,67"
17-06-2013,"1391,25","97,77","2,1830000000000003","22852,67"
18-06-2013,"1384,75","98,44","2,186","22852,67"
19-06-2013,"1366,75","98,24","2,354","22852,67"
20-06-2013,"1372,75","95,4","2,415","22852,67"
21-06-2013,"1292,5","93,59","2,532","22852,67"
22-06-2013,nan,nan,nan,"22852,67"
23-06-2013,nan,nan,nan,"22852,67"
24-06-2013,"1295,25","95,09","2,5380000000000003","22852,67"
25-06-2013,"1286,75","95,29","2,609","22852,67"
26-06-2013,"1279,0","95,5","2,536","22852,67"
27-06-2013,"1236,25","97,05","2,4730000000000003","22852,67"
28-06-2013,"1232,75","96,56","2,487","22852,67"
29-06-2013,nan,nan,nan,"22852,67"
30-06-2013,nan,nan,nan,"22852,67"
01-07-2013,"1192,0","97,99","2,477","22852,67"
02-07-2013,"1242,75","99,6","2,47","22852,67"
03-07-2013,"1252,5","101,24","2,504","22852,67"
04-07-2013,"1250,0",nan,"2,504","22852,67"
05-07-2013,"1251,75","103,22","2,74","22852,67"
06-07-2013,nan,nan,nan,"22852,67"
07-07-2013,nan,nan,nan,"22852,67"
08-07-2013,"1212,75","103,14","2,637","22852,67"
09-07-2013,"1235,25","103,53","2,635","22852,67"
10-07-2013,"1255,5","106,52","2,625","22857,08"
11-07-2013,"1256,0","104,91","2,573","22861,49"
12-07-2013,"1285,0","105,95","2,583","22865,9"
13-07-2013,nan,nan,nan,"22870,32"
14-07-2013,nan,nan,nan,"22874,73"
15-07-2013,"1279,75","106,32","2,5380000000000003","22879,14"
16-07-2013,nan,"106,0","2,533","22883,56"
17-07-2013,"1284,75","106,48","2,49","22887,98"
18-07-2013,"1297,25","108,04","2,529","22892,39"
19-07-2013,"1283,25","108,05","2,485","22896,81"
20-07-2013,nan,nan,nan,"22901,23"
21-07-2013,nan,nan,nan,"22905,65"
22-07-2013,"1295,75","106,91","2,481","22910,07"
23-07-2013,"1327,0","107,18","2,506","22914,49"
24-07-2013,"1333,5","105,32","2,589","22918,91"
25-07-2013,"1335,0","105,54","2,572","22923,34"
26-07-2013,"1326,0","104,7","2,563","22927,76"
27-07-2013,nan,nan,nan,"22932,19"
28-07-2013,nan,nan,nan,"22936,61"
29-07-2013,"1331,0","104,55","2,603","22941,04"
30-07-2013,"1329,75","103,08","2,611","22945,47"
31-07-2013,"1324,15","105,03","2,577","22949,89"
01-08-2013,"1314,5","107,89","2,707","22954,32"
02-08-2013,"1315,0","106,94","2,597","22958,75"
03-08-2013,nan,nan,nan,"22963,18"
04-08-2013,nan,nan,nan,"22967,62"
05-08-2013,"1309,25","106,56","2,634","22972,05"
06-08-2013,"1304,75","105,3","2,6430000000000002","22976,48"
07-08-2013,"1280,5","104,37","2,6","22980,92"
08-08-2013,"1282,5","103,4","2,59","22985,35"
09-08-2013,"1298,25","105,97","2,5789999999999997","22989,79"
10-08-2013,nan,nan,nan,"22992,01"
11-08-2013,nan,nan,nan,"22994,23"
12-08-2013,"1309,0","106,11","2,6210000000000004","22996,46"
13-08-2013,"1341,0","106,83","2,72","22998,68"
14-08-2013,"1328,5","106,85","2,714","23000,9"
15-08-2013,nan,"107,33","2,767","23003,12"
16-08-2013,"1326,5","107,46","2,826","23005,35"
17-08-2013,nan,nan,nan,"23007,57"
18-08-2013,nan,nan,nan,"23009,79"
19-08-2013,"1369,25","107,1","2,8810000000000002","23012,02"
20-08-2013,"1365,0","104,96","2,815","23014,24"
21-08-2013,"1372,5","103,81","2,8939999999999997","23016,46"
22-08-2013,"1363,0","105,09","2,885","23018,69"
23-08-2013,"1375,5","106,57","2,815","23020,91"
24-08-2013,nan,nan,nan,"23023,14"
25-08-2013,nan,nan,nan,"23025,36"
26-08-2013,"1377,5","105,92","2,786","23027,59"
27-08-2013,"1377,5","109,01","2,71","23029,81"
28-08-2013,"1419,25","110,1","2,766","23032,04"
29-08-2013,"1419,5","108,8","2,763","23034,26"
30-08-2013,"1407,75","107,65","2,785","23036,49"
31-08-2013,nan,nan,"2,79","23038,71"
01-09-2013,nan,nan,nan,"23040,939999999"
02-09-2013,"1394,75",nan,"2,785","23043,17"
03-09-2013,"1392,25","108,54","2,859","23045,389999999"
04-09-2013,"1399,5","107,23","2,898","23047,619999999"
05-09-2013,"1390,0","108,37","2,995","23049,85"
06-09-2013,"1385,0","110,53","2,935","23052,08"
07-09-2013,nan,nan,nan,"23054,299999999"
08-09-2013,nan,nan,nan,"23056,529999999"
09-09-2013,"1387,0","109,52","2,9130000000000003","23058,76"
10-09-2013,"1390,0","107,39","2,965","23060,299999999"
11-09-2013,"1358,25","107,56","2,9130000000000003","23061,83"
12-09-2013,"1363,75","108,6","2,91","23063,369999999"
13-09-2013,"1328,0","108,21","2,886","23064,9"
14-09-2013,nan,nan,nan,"23066,439999999"
15-09-2013,nan,nan,nan,"23067,979999999"
16-09-2013,"1318,5","106,59","2,865","23069,51"
17-09-2013,"1324,0","105,42","2,8480000000000003","23071,049999999"
18-09-2013,nan,"108,07","2,6889999999999996","23072,59"
19-09-2013,nan,"106,39","2,753","23074,119999999"
20-09-2013,nan,"104,67","2,735","23075,659999999"
21-09-2013,nan,nan,nan,"23077,2"
22-09-2013,nan,nan,nan,"23078,729999999"
23-09-2013,"1312,25","103,69","2,701","23080,27"
24-09-2013,"1323,0","103,17","2,656","23081,81"
25-09-2013,"1314,25","102,76","2,6289999999999996","23083,34"
26-09-2013,"1322,75","103,03","2,6510000000000002","23084,88"
27-09-2013,"1333,0","102,87","2,625","23086,42"
28-09-2013,nan,nan,nan,"23087,959999999"
29-09-2013,nan,nan,nan,"23089,49"
30-09-2013,"1341,0","102,33","2,611","23091,029999999"
01-10-2013,"1326,5","102,04","2,6510000000000002","23092,569999999"
02-10-2013,"1290,75","104,1","2,6180000000000003","23094,11"
03-10-2013,"1306,25","103,31","2,605","23095,65"
04-10-2013,"1316,0","103,84","2,6460000000000004","23097,18"
05-10-2013,nan,nan,nan,"23098,72"
06-10-2013,nan,nan,nan,"23100,26"
07-10-2013,"1309,75","103,03","2,627","23101,799999999"
08-10-2013,"1323,5","103,49","2,633","23103,34"
09-10-2013,"1329,5","101,61","2,6639999999999997","23104,88"
10-10-2013,"1304,0","103,01","2,682","23108,6"
11-10-2013,"1298,5","102,02","2,688","23112,32"
12-10-2013,nan,nan,nan,"23116,03"
13-10-2013,nan,nan,nan,"23119,75"
14-10-2013,"1265,5","102,41","2,688","23123,47"
15-10-2013,"1285,5","101,21","2,7289999999999996","23127,19"
16-10-2013,"1270,5","102,29","2,6639999999999997","23130,92"
17-10-2013,"1273,5","100,67","2,59","23134,64"
18-10-2013,"1319,25","100,81","2,5789999999999997","23138,36"
19-10-2013,nan,nan,nan,"23142,08"
20-10-2013,nan,nan,nan,"23145,81"
21-10-2013,"1316,5","99,22","2,602","23149,53"
22-10-2013,"1317,5","97,8","2,513","23153,26"
23-10-2013,"1333,0","96,36","2,502","23156,98"
24-10-2013,"1331,25","96,71","2,521","23160,71"
25-10-2013,"1344,75","97,55","2,51","23164,43"
26-10-2013,nan,nan,nan,"23168,16"
27-10-2013,nan,nan,nan,"23171,89"
28-10-2013,"1347,75","98,68","2,524","23175,62"
29-10-2013,"1361,0","98,2","2,504","23179,35"
30-10-2013,"1349,25","96,77","2,539","23183,08"
31-10-2013,nan,"96,38","2,555","23186,81"
01-11-2013,nan,"94,61","2,623","23190,54"
02-11-2013,nan,nan,nan,"23194,27"
03-11-2013,nan,nan,nan,"23198,0"
04-11-2013,"1354,75","94,62","2,6039999999999996","23201,73"
05-11-2013,"1320,5","93,37","2,6710000000000003","23205,47"
06-11-2013,"1307,25","94,8","2,6430000000000002","23209,2"
07-11-2013,"1319,0","94,2","2,6010000000000004","23212,93"
08-11-2013,"1307,25","94,6","2,7489999999999997","23216,67"
09-11-2013,nan,nan,nan,"23220,4"
10-11-2013,nan,nan,nan,"23221,17"
11-11-2013,"1285,5","95,14","2,7489999999999997","23221,95"
12-11-2013,"1282,5","93,04","2,7739999999999996","23222,72"
